Country,HS4,Section,Trade Value
Morocco,Non-Knit Women's Suits,Textiles,1384792614.845159
Mozambique,Coal Briquettes,Mineral Products,1595420841.9361038
Mozambique,Raw Aluminium,Metals,1079956695.932083
Mozambique,Aluminium Bars,Metals,1045909511.0
Mozambique,Coke,Mineral Products,957504622.0
Mozambique,Petroleum Gas,Mineral Products,425191151.46258694
Nauru,Calcium Phosphates,Mineral Products,7518540.272290669
Nauru,Non-fillet Frozen Fish,Animal Products,1518846.273023372
Nauru,Low-voltage Protection Equipment,Machines,1117321.5897327291
Nauru,Gold,Precious Metals,999748.9999999999
Nauru,Fermented Milk Products,Animal Products,740772.3950473061
Nepal,Non-Retail Synthetic Staple Fibers Yarn,Textiles,82458757.17862728
Nepal,Knotted Carpets,Textiles,71867359.0
Nepal,Flavored Water,Foodstuffs,43541418.0
Nepal,"Nutmeg, mace and cardamons",Vegetable Products,35701289.15529538
Nepal,Other Plastic Products,Plastics and Rubbers,30514591.98102868
Netherlands,Refined Petroleum,Mineral Products,46892300073.16905
Netherlands,Broadcasting Equipment,Machines,18052080810.489365
Netherlands,Packaged Medicaments,Chemical Products,16242935337.266426
Netherlands,Computers,Machines,11208103802.048111
Netherlands,Office Machine Parts,Machines,11207202558.831017
Netherlands Antilles,Cars,Transportation,749636.0
Netherlands Antilles,Non-fillet Fresh Fish,Animal Products,700984.59447921
Netherlands Antilles,Margarine,Animal and Vegetable Bi-Products,582386.224744252
Netherlands Antilles,Aluminium Foil,Metals,88069.32999295629
Netherlands Antilles,Other Heating Machinery,Machines,84048.99999999999
New Caledonia,Ferroalloys,Metals,1034965006.0454017
New Caledonia,Nickel Ore,Mineral Products,401935993.18941385
New Caledonia,Nickel Mattes,Metals,392022534.4046319
New Caledonia,Cobalt,Metals,46741149.30797698
New Caledonia,Carbonates,Chemical Products,27601490.96774194
New Zealand,Concentrated Milk,Animal Products,5075622614.014025
New Zealand,Sheep and Goat Meat,Animal Products,2679652547.642533
New Zealand,Butter,Animal Products,2589995897.8300896
New Zealand,Rough Wood,Wood Products,2489862223.906046
New Zealand,Frozen Bovine Meat,Animal Products,1889625864.4635568
Nicaragua,Knit T-shirts,Textiles,629494422.0718129
Nicaragua,Insulated Wire,Machines,536793378.66614324
Nicaragua,Gold,Precious Metals,457367702.18506795
Nicaragua,Coffee,Vegetable Products,432945373.4312848
Nicaragua,Frozen Bovine Meat,Animal Products,263754854.99541625
Niger,Gold,Precious Metals,304598670.00000006
Niger,Other Oily Seeds,Vegetable Products,155432103.4672681
Niger,Refined Petroleum,Mineral Products,15544012.639840854
Niger,Onions,Vegetable Products,12610226.70521488
Niger,Radioactive Chemicals,Chemical Products,10970703.89309309
Nigeria,Crude Petroleum,Mineral Products,44822499408.57858
Nigeria,Petroleum Gas,Mineral Products,8610180739.494637
Nigeria,Refined Petroleum,Mineral Products,940176039.2076275
Nigeria,Cocoa Beans,Foodstuffs,621287642.832068
Nigeria,Gold,Precious Metals,576981617.3324109
Niue,Passenger and Cargo Ships,Transportation,129100000.0
Niue,Other Measuring Instruments,Instruments,401168.0
Niue,Blank Audio Media,Machines,243714.0
Niue,Coin,Precious Metals,201513.0
Niue,Fruit Juice,Foodstuffs,198391.83906088368
Norfolk Island,Small Iron Containers,Metals,585485.989879855
Norfolk Island,Metal Stoppers,Metals,343156.8521424151
Norfolk Island,Brochures,Paper Goods,255514.3835785682
Norfolk Island,Sowing Seeds,Vegetable Products,238107.0
Norfolk Island,Fuel Wood,Wood Products,236877.0
North Korea,Watch Movements,Instruments,31111689.0
North Korea,Ferroalloys,Metals,27704037.41962751
North Korea,Fake Hair,Footwear and Headwear,22390798.0
North Korea,Rubberworking Machinery,Machines,19096543.0
North Korea,Tungsten Ore,Mineral Products,18544335.0
Northern Mariana Islands,Scrap Iron,Metals,1110642.7876780129
Northern Mariana Islands,Scrap Aluminium,Metals,639986.79840979
Northern Mariana Islands,Machinery Having Individual Functions,Machines,567406.0
Northern Mariana Islands,Scrap Copper,Metals,418914.05068422994
Northern Mariana Islands,Jewellery,Precious Metals,68215.0
Norway,Petroleum Gas,Mineral Products,37175366251.69859
Norway,Crude Petroleum,Mineral Products,32986824514.776077
Norway,Refined Petroleum,Mineral Products,6966008372.792344
Norway,Non-fillet Fresh Fish,Animal Products,6794025281.287271
Norway,Raw Aluminium,Metals,3294945317.196462
Oman,Crude Petroleum,Mineral Products,19985639783.171505
Oman,Petroleum Gas,Mineral Products,3286657326.2225347
Oman,Refined Petroleum,Mineral Products,2795108505.0817714
Oman,Iron Ore,Mineral Products,840785164.5145495
Oman,Cyclic Hydrocarbons,Chemical Products,832469370.1893402
Pakistan,House Linens,Textiles,3496873495.3012223
Pakistan,Rice,Vegetable Products,1982948955.9289324
Pakistan,Non-Knit Men's Suits,Textiles,1617673372.1655579
Pakistan,Non-Retail Pure Cotton Yarn,Textiles,1250247474.2541127
Pakistan,Heavy Pure Woven Cotton,Textiles,988666651.6711392
Palau,Non-fillet Fresh Fish,Animal Products,18330407.899982225
Palau,Scrap Vessels,Transportation,4125781.0
Palau,Computers,Machines,3198597.44315753
Palau,Office Machine Parts,Machines,924162.9999999999
Palau,Refined Petroleum,Mineral Products,637586.9696954822
Palestine,Building Stone,Stone And Glass,189346869.99623933
Palestine,Scrap Iron,Metals,61963286.0
Palestine,Other Furniture,Miscellaneous,57041644.89926529
Palestine,Plastic Lids,Plastics and Rubbers,53021954.19499388
Palestine,Pure Olive Oil,Animal and Vegetable Bi-Products,40832292.30283921
Panama,Refined Petroleum,Mineral Products,769481123.409236
Panama,Coal Tar Oil,Mineral Products,496575327.474061
Panama,Passenger and Cargo Ships,Transportation,423753244.0
Panama,Bananas,Vegetable Products,304340225.615703
Panama,Gold,Precious Metals,248055999.0
Papua New Guinea,Gold,Precious Metals,2210722305.0
Papua New Guinea,Petroleum Gas,Mineral Products,1918997277.6332734
Papua New Guinea,Rough Wood,Wood Products,826656490.0
Papua New Guinea,Crude Petroleum,Mineral Products,678392530.5089483
Papua New Guinea,Nickel Mattes,Metals,517158148.2276952
Paraguay,Soybeans,Vegetable Products,2232549237.2543573
Paraguay,Soybean Meal,Foodstuffs,945407343.0909222
Paraguay,Frozen Bovine Meat,Animal Products,653241478.1314882
Paraguay,Soybean Oil,Animal and Vegetable Bi-Products,473431522.9078295
Paraguay,Bovine Meat,Animal Products,448678039.17024827
Peru,Copper Ore,Mineral Products,13001170097.178795
Peru,Gold,Precious Metals,7076113198.227727
Peru,Refined Petroleum,Mineral Products,2832730588.8656497
Peru,Zinc Ore,Mineral Products,2204998216.9378533
Peru,Refined Copper,Metals,1846450922.1642678
Philippines,Integrated Circuits,Machines,30747058527.441734
Philippines,Office Machine Parts,Machines,8892664738.670506
Philippines,Computers,Machines,4970132098.966386
Philippines,Semiconductor Devices,Machines,3416110425.307998
Philippines,Electrical Transformers,Machines,2484968356.0673785
Pitcairn Islands,Computers,Machines,530345.0
Pitcairn Islands,Paintings,Arts and Antiques,250000.0
Pitcairn Islands,Coffee,Vegetable Products,89955.0
Pitcairn Islands,Sports Equipment,Miscellaneous,82742.0
Pitcairn Islands,Cocoa Beans,Foodstuffs,63867.99999999999
Poland,Vehicle Parts,Transportation,14711923352.020807
Poland,Cars,Transportation,7247863725.344912
Poland,Seats,Miscellaneous,6243486109.360035
Poland,Other Furniture,Miscellaneous,5330654151.544229
Poland,Video Displays,Machines,4769283999.125114
Portugal,Cars,Transportation,4333527644.177697
Portugal,Vehicle Parts,Transportation,3559294347.0181913
Portugal,Refined Petroleum,Mineral Products,2869214604.433715
Portugal,Leather Footwear,Footwear and Headwear,2164661505.3307753
Portugal,Uncoated Paper,Paper Goods,1438289445.9701526
Qatar,Petroleum Gas,Mineral Products,31002892003.384155
Qatar,Crude Petroleum,Mineral Products,17703067795.315205
Qatar,Refined Petroleum,Mineral Products,10098771207.685148
Qatar,Ethylene Polymers,Plastics and Rubbers,2268858483.7265835
Qatar,Raw Aluminium,Metals,1307485681.080754
Republic of the Congo,Crude Petroleum,Mineral Products,6816382026.093096
Republic of the Congo,Refined Copper,Metals,2046141152.5107765
Republic of the Congo,Rough Wood,Wood Products,206503635.0
Republic of the Congo,Other Copper Products,Metals,179315006.00000003
Republic of the Congo,Refined Petroleum,Mineral Products,176207752.0828132
Romania,Vehicle Parts,Transportation,7532595530.862885
Romania,Cars,Transportation,5618249031.031962
Romania,Insulated Wire,Machines,4748122528.514645
Romania,Refined Petroleum,Mineral Products,2617866529.4439335
Romania,Electrical Control Boards,Machines,2207742024.6127276
Russia,Crude Petroleum,Mineral Products,133841307598.0562
Russia,Refined Petroleum,Mineral Products,77535141952.63623
Russia,Petroleum Gas,Mineral Products,27436362169.42743
Russia,Coal Briquettes,Mineral Products,18921390267.046944
Russia,Wheat,Vegetable Products,10721666200.051195
Rwanda,Gold,Precious Metals,636502982.0000001
Rwanda,"Niobium, Tantalum, Vanadium and Zirconium Ore",Mineral Products,76736943.2065872
Rwanda,Coffee,Vegetable Products,66425508.535871804
Rwanda,Tin Ores,Mineral Products,60676710.06315833
Rwanda,Tea,Vegetable Products,56050602.325518265
Saint Barthélemy,Beauty Products,Chemical Products,2608692.0
Saint Barthélemy,Other Slag and Ash,Mineral Products,440924.00000000006
Saint Barthélemy,Other Prepared Meat,Foodstuffs,323618.0
Saint Barthélemy,Wine,Foodstuffs,221414.00000000003
Saint Barthélemy,Tractors,Transportation,157134.0
Saint Helena,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,9487860.999999998
Saint Helena,Crustaceans,Animal Products,8236382.187328391
Saint Helena,Fish Fillets,Animal Products,6210900.666092859
Saint Helena,Non-fillet Frozen Fish,Animal Products,4011863.30076887
Saint Helena,Combustion Engines,Machines,560714.0
Saint Kitts and Nevis,Broadcasting Equipment,Machines,13317223.0
Saint Kitts and Nevis,Recreational Boats,Transportation,11833553.999999998
Saint Kitts and Nevis,Other Measuring Instruments,Instruments,8733226.0
Saint Kitts and Nevis,Passenger and Cargo Ships,Transportation,5495581.0
Saint Kitts and Nevis,Electrical Resistors,Machines,4970387.0
Saint Lucia,Crude Petroleum,Mineral Products,18132742.9161201
Saint Lucia,Bananas,Vegetable Products,8023671.142835919
Saint Lucia,Beer,Foodstuffs,4279631.0
Saint Lucia,Refined Petroleum,Mineral Products,4076440.1633077133
Saint Lucia,Broadcasting Accessories,Machines,3651564.0000000005
Saint Maarten,Jewellery,Precious Metals,910372.0
Saint Maarten,Scrap Aluminium,Metals,893019.0
Saint Maarten,Video and Card Games,Miscellaneous,711601.9999999999
Saint Maarten,Scrap Iron,Metals,633895.0000000001
Saint Maarten,Hard Liquor,Foodstuffs,562638.0
Saint Pierre and Miquelon,Processed Crustaceans,Foodstuffs,4553469.0
Saint Pierre and Miquelon,Non-fillet Frozen Fish,Animal Products,338268.326632334
Saint Pierre and Miquelon,Molluscs,Animal Products,262792.2553507925
Saint Pierre and Miquelon,Electrical Parts,Machines,183820.0
Saint Pierre and Miquelon,Crustaceans,Animal Products,166129.0
Saint Vincent and the Grenadines,Petroleum Gas,Mineral Products,78769779.88884449
Saint Vincent and the Grenadines,Collector's Items,Arts and Antiques,27090765.0
Saint Vincent and the Grenadines,Wheat Flours,Vegetable Products,8675019.72634276
Saint Vincent and the Grenadines,Passenger and Cargo Ships,Transportation,6495216.0
Saint Vincent and the Grenadines,Coated Flat-Rolled Iron,Metals,6487315.427794722
Samoa,Non-fillet Frozen Fish,Animal Products,12804000.748046529
Samoa,Refined Petroleum,Mineral Products,11734349.045674473
Samoa,Fruit Juice,Foodstuffs,4233116.32686517
Samoa,Beer,Foodstuffs,2721049.355565354
Samoa,Fish Fillets,Animal Products,1820495.0
San Marino,Washing and Bottling Machines,Machines,44931692.0
San Marino,Packaged Medicaments,Chemical Products,12111677.0
San Marino,Woodworking machines,Machines,8880064.0
San Marino,Other Edible Preparations,Foodstuffs,7427263.953469891
San Marino,Other Furniture,Miscellaneous,6052530.084535988
Sao Tome and Principe,Cocoa Beans,Foodstuffs,12036218.104590673
Sao Tome and Principe,Gas Turbines,Machines,2951801.0000000005
Sao Tome and Principe,Aircraft Parts,Transportation,991933.0
Sao Tome and Principe,Opto-Electric Instrument Parts,Instruments,720276.9999999999
Sao Tome and Principe,Cars,Transportation,643853.4265797273
Saudi Arabia,Crude Petroleum,Mineral Products,164819926974.8154
Saudi Arabia,Refined Petroleum,Mineral Products,23927112879.8047
Saudi Arabia,Ethylene Polymers,Plastics and Rubbers,12524934917.67681
Saudi Arabia,Propylene Polymers,Plastics and Rubbers,6328788131.802754
Saudi Arabia,Acyclic Alcohols,Chemical Products,5140056056.809568
Senegal,Gold,Precious Metals,586694441.5974271
Senegal,Refined Petroleum,Mineral Products,404377796.92318785
Senegal,Phosphoric Acid,Chemical Products,319236851.278007
Senegal,Non-fillet Frozen Fish,Animal Products,276331676.1582223
Senegal,Cement,Mineral Products,155434518.20932022
Serbia,Insulated Wire,Machines,1310125708.8627932
Serbia,Cars,Transportation,896551574.5244211
Serbia,Rubber Tires,Plastics and Rubbers,731847168.9536856
Serbia,Hot-Rolled Iron,Metals,608834921.3477553
Serbia,Electric Motors,Machines,441173609.64876604
Seychelles,Processed Fish,Foodstuffs,282904639.47307754
Seychelles,Non-fillet Frozen Fish,Animal Products,242862420.120086
Seychelles,Recreational Boats,Transportation,218030843.83023375
Seychelles,"Planes, Helicopters, and/or Spacecraft",Transportation,50943966.0
Seychelles,Animal Meal and Pellets,Foodstuffs,17179757.524419922
Sierra Leone,Titanium Ore,Mineral Products,144797564.50057775
Sierra Leone,Rough Wood,Wood Products,105705419.0
Sierra Leone,Diamonds,Precious Metals,88396026.0
Sierra Leone,Aluminium Ore,Mineral Products,79769175.52000664
Sierra Leone,Non-fillet Frozen Fish,Animal Products,32589909.69708751
Singapore,Integrated Circuits,Machines,60990635775.34408
Singapore,Refined Petroleum,Mineral Products,52366927892.9297
Singapore,Gold,Precious Metals,10128974776.011284
Singapore,Packaged Medicaments,Chemical Products,8255629560.408561
Singapore,Gas Turbines,Machines,7959083086.172186
Slovakia,Cars,Transportation,21558780360.15596
Slovakia,Vehicle Parts,Transportation,5434603297.642693
Slovakia,Video Displays,Machines,5092027220.654151
Slovakia,Broadcasting Equipment,Machines,4264026161.6853046
Slovakia,Refined Petroleum,Mineral Products,2032882743.5960512
Slovenia,Cars,Transportation,4384428988.118888
Slovenia,Packaged Medicaments,Chemical Products,3182701811.4830127
Slovenia,Refined Petroleum,Mineral Products,1287644196.5462162
Slovenia,Vehicle Parts,Transportation,1261213727.4275293
Slovenia,Electrical Lighting and Signalling Equipment,Machines,622677192.0221225
Solomon Islands,Rough Wood,Wood Products,608075663.1845379
Solomon Islands,Processed Fish,Foodstuffs,65796152.28241059
Solomon Islands,Aluminium Ore,Mineral Products,43608733.1729226
Solomon Islands,Non-fillet Frozen Fish,Animal Products,30836371.684000555
Solomon Islands,Palm Oil,Animal and Vegetable Bi-Products,26651541.334647402
Somalia,Sheep and Goats,Animal Products,175719323.0
Somalia,Gold,Precious Metals,127674252.0
Somalia,Bovine,Animal Products,42349351.00000001
Somalia,Insect Resins,Vegetable Products,36442954.38869309
Somalia,Molluscs,Animal Products,20115746.673258446
South Africa,Gold,Precious Metals,17882292065.63942
South Africa,Diamonds,Precious Metals,9380272326.167507
South Africa,Platinum,Precious Metals,9136136721.501696
South Africa,Cars,Transportation,6795052926.4026165
South Africa,Coal Briquettes,Mineral Products,6712963581.746947
South Korea,Integrated Circuits,Machines,113137876391.58363
South Korea,Refined Petroleum,Mineral Products,43620361325.520454
South Korea,Cars,Transportation,38650546284.61224
South Korea,Vehicle Parts,Transportation,19041358845.57235
South Korea,Office Machine Parts,Machines,18761777886.15339
South Sudan,Crude Petroleum,Mineral Products,1628776715.0
South Sudan,Forage Crops,Vegetable Products,32118114.0
South Sudan,Raw Cotton,Textiles,13804112.0
South Sudan,Gold,Precious Metals,12433941.0
South Sudan,Dried Legumes,Vegetable Products,9984827.0
Spain,Cars,Transportation,35858468279.13803
Spain,Refined Petroleum,Mineral Products,13301424714.417946
Spain,Vehicle Parts,Transportation,11654475112.068295
Spain,Packaged Medicaments,Chemical Products,8821212493.51034
Spain,Delivery Trucks,Transportation,6648339919.123524
Sri Lanka,Tea,Vegetable Products,858405313.3019736
Sri Lanka,Other Women's Undergarments,Textiles,635150917.2322783
Sri Lanka,Knit Women's Undergarments,Textiles,555734474.0
Sri Lanka,Knit Women's Suits,Textiles,493285507.0
Sri Lanka,Non-Knit Women's Suits,Textiles,475990809.0
Sudan,Crude Petroleum,Mineral Products,1045983616.0
Sudan,Gold,Precious Metals,1034238093.0
Sudan,Other Oily Seeds,Vegetable Products,691125736.0
Sudan,Sheep and Goats,Animal Products,481605519.0
Sudan,Insect Resins,Vegetable Products,116151112.0
Suriname,Gold,Precious Metals,1768453356.8764381
Suriname,Precious Metal Scraps,Precious Metals,208643218.99999997
Suriname,Rough Wood,Wood Products,140395470.86361122
Suriname,Refined Petroleum,Mineral Products,112093007.94662878
Suriname,Bananas,Vegetable Products,47958743.708755024
Sweden,Cars,Transportation,11859164567.501982
Sweden,Refined Petroleum,Mineral Products,10014920221.430655
Sweden,Packaged Medicaments,Chemical Products,6901573135.806347
Sweden,Vehicle Parts,Transportation,5597459678.73097
Sweden,Broadcasting Equipment,Machines,3738379528.1529036
Switzerland,Gold,Precious Metals,63781599863.486084
Switzerland,Packaged Medicaments,Chemical Products,44090549200.05962
Switzerland,"Blood, antisera, vaccines, toxins and cultures",Chemical Products,28048131516.112274
Switzerland,Base Metal Watches,Instruments,13712413321.718754
Switzerland,Jewellery,Precious Metals,11075230323.730165
Syria,Pure Olive Oil,Animal and Vegetable Bi-Products,128681023.22637537
Syria,Spice Seeds,Vegetable Products,71722465.22232217
Syria,Other Nuts,Vegetable Products,49981898.41703509
Syria,Apples and Pears,Vegetable Products,28926682.73777794
Syria,Calcium Phosphates,Mineral Products,27265399.611094527
Tajikistan,Gold,Precious Metals,212104100.0
Tajikistan,Raw Aluminium,Metals,180729622.43488172
Tajikistan,Zinc Ore,Mineral Products,166054683.3918132
Tajikistan,Lead Ore,Mineral Products,116252327.43601194
Tajikistan,Copper Ore,Mineral Products,75173126.032013
Tanzania,Gold,Precious Metals,892192546.986065
Tanzania,Raw Tobacco,Foodstuffs,333422870.1237058
Tanzania,Raw Copper,Metals,231413234.71630323
Tanzania,Refined Copper,Metals,149601604.09900275
Tanzania,Other Furniture,Miscellaneous,146555362.78061005
Thailand,Office Machine Parts,Machines,18558353976.35293
Thailand,Cars,Transportation,10923854366.734674
Thailand,Integrated Circuits,Machines,9539113295.973162
Thailand,Delivery Trucks,Transportation,9208930614.216557
Thailand,Vehicle Parts,Transportation,8229830550.301033
Timor-Leste,Crude Petroleum,Mineral Products,39778742.4085765
Timor-Leste,Coffee,Vegetable Products,17901962.22756125
Timor-Leste,"Locust beans, seaweed, sugar beet, cane, for food",Vegetable Products,2572514.1780587197
Timor-Leste,Broadcasting Equipment,Machines,1376060.0000000002
Timor-Leste,Scrap Iron,Metals,1024055.6868772922
Togo,Refined Petroleum,Mineral Products,1148289667.1412334
Togo,Gold,Precious Metals,370882206.0
Togo,Crude Petroleum,Mineral Products,130289166.27989155
Togo,Other Oily Seeds,Vegetable Products,122476168.97062038
Togo,Cement,Mineral Products,98286095.03322679
Tokelau,Passenger and Cargo Ships,Transportation,24591417.0
Tokelau,Electric Batteries,Machines,1740246.0
Tokelau,Electrical Transformers,Machines,1657311.0
Tokelau,Other Processed Fruits and Nuts,Foodstuffs,1428788.2679943542
Tokelau,Packaged Medicaments,Chemical Products,1390990.0
Tonga,Non-fillet Fresh Fish,Animal Products,2604334.333668022
Tonga,Other Vegetables,Vegetable Products,2512197.3014463424
Tonga,Other Processed Fruits and Nuts,Foodstuffs,1405991.3621427983
Tonga,Coral and Shells,Animal Products,837802.8989158852
Tonga,Cassava,Vegetable Products,709373.6414325375
Trinidad and Tobago,Petroleum Gas,Mineral Products,3431179266.865088
Trinidad and Tobago,Acyclic Alcohols,Chemical Products,1710278719.209557
Trinidad and Tobago,Refined Petroleum,Mineral Products,1281371374.2309601
Trinidad and Tobago,Ammonia,Chemical Products,1150462562.1681728
Trinidad and Tobago,Crude Petroleum,Mineral Products,665219802.401304
Tunisia,Insulated Wire,Machines,2005795296.1882765
Tunisia,Non-Knit Men's Suits,Textiles,1001707540.0
Tunisia,Pure Olive Oil,Animal and Vegetable Bi-Products,789436929.49755
Tunisia,Non-Knit Women's Suits,Textiles,627730631.0
Tunisia,Crude Petroleum,Mineral Products,613655379.3347828
Turkey,Cars,Transportation,12942327581.367092
Turkey,Delivery Trucks,Transportation,5381094318.569125
Turkey,Vehicle Parts,Transportation,4627353842.801202
Turkey,Jewellery,Precious Metals,4294147303.8175254
Turkey,Crude Petroleum,Mineral Products,3649467775.662198
Turkmenistan,Petroleum Gas,Mineral Products,7227958146.963194
Turkmenistan,Refined Petroleum,Mineral Products,804082809.7286129
Turkmenistan,Peat,Mineral Products,177627682.86927104
Turkmenistan,Non-Retail Pure Cotton Yarn,Textiles,159082700.84770826
Turkmenistan,Raw Cotton,Textiles,108938374.2689368
Turks and Caicos Islands,Refined Petroleum,Mineral Products,2300735.5838427455
Turks and Caicos Islands,Plastic Building Materials,Plastics and Rubbers,2085800.529594151
Turks and Caicos Islands,Molluscs,Animal Products,1888147.0209715501
Turks and Caicos Islands,Stone Processing Machines,Machines,1686234.0
Turks and Caicos Islands,Hard Liquor,Foodstuffs,1431732.0
Tuvalu,Non-fillet Frozen Fish,Animal Products,27910427.195485085
Tuvalu,Other Sugars,Foodstuffs,486917.429742605
Tuvalu,Coin,Precious Metals,201965.0
Tuvalu,Microphones and Headphones,Machines,141076.0
Tuvalu,Iron Fasteners,Metals,61946.99493873884
Uganda,Gold,Precious Metals,1645798635.0200233
Uganda,Coffee,Vegetable Products,487198384.83145684
Uganda,Dried Legumes,Vegetable Products,103622820.84766623
Uganda,Fish Fillets,Animal Products,99710029.58288014
Uganda,Corn,Vegetable Products,92562958.79388347
Ukraine,Seed Oils,Animal and Vegetable Bi-Products,4122225933.917277
Ukraine,Semi-Finished Iron,Metals,4005339237.012043
Ukraine,Corn,Vegetable Products,3513519741.533564
Ukraine,Wheat,Vegetable Products,3101607927.6959076
Ukraine,Iron Ore,Mineral Products,2887711304.087882
United Arab Emirates,Crude Petroleum,Mineral Products,58069052588.37721
United Arab Emirates,Refined Petroleum,Mineral Products,32320520867.919613
United Arab Emirates,Gold,Precious Metals,15369613079.410261
United Arab Emirates,Jewellery,Precious Metals,12227434134.35079
United Arab Emirates,Diamonds,Precious Metals,10193362706.895428
United Kingdom,Cars,Transportation,43350024622.92668
United Kingdom,Crude Petroleum,Mineral Products,26425625476.10917
United Kingdom,Gold,Precious Metals,25772414701.258686
United Kingdom,Gas Turbines,Machines,23484067251.383568
United Kingdom,Packaged Medicaments,Chemical Products,19343728176.222107
United States,Refined Petroleum,Mineral Products,95799015450.63132
United States,"Planes, Helicopters, and/or Spacecraft",Transportation,57925941313.91756
United States,Cars,Transportation,51387663676.98623
United States,Crude Petroleum,Mineral Products,45493196897.90209
United States,Integrated Circuits,Machines,37109689279.73205
Uruguay,Sulfate Chemical Woodpulp,Paper Goods,1790337683.6234875
Uruguay,Frozen Bovine Meat,Animal Products,1281038867.38726
Uruguay,Concentrated Milk,Animal Products,461467790.4593038
Uruguay,Rice,Vegetable Products,396707142.3943722
Uruguay,Bovine Meat,Animal Products,362910065.7559317
Uzbekistan,Gold,Precious Metals,2487541994.0
Uzbekistan,Petroleum Gas,Mineral Products,2453838112.5305176
Uzbekistan,Non-Retail Pure Cotton Yarn,Textiles,725769144.4284967
Uzbekistan,Refined Copper,Metals,509912144.9793476
Uzbekistan,Ethylene Polymers,Plastics and Rubbers,431768963.2893485
Vanuatu,Non-fillet Frozen Fish,Animal Products,92109524.61611897
Vanuatu,Scrap Vessels,Transportation,21423000.0
Vanuatu,Perfume Plants,Vegetable Products,14857466.627319505
Vanuatu,Molluscs,Animal Products,8703966.745955609
Vanuatu,Copra,Vegetable Products,7413437.69543062
Venezuela,Crude Petroleum,Mineral Products,23203181950.434586
Venezuela,Refined Petroleum,Mineral Products,3025553860.4546404
Venezuela,Gold,Precious Metals,2710958938.0
Venezuela,Acyclic Alcohols,Chemical Products,498001124.15891135
Venezuela,Iron Ore,Mineral Products,180915759.82852983
Vietnam,Broadcasting Equipment,Machines,42791295565.0
Vietnam,Telephones,Machines,23051731363.0
Vietnam,Integrated Circuits,Machines,16047439858.0
Vietnam,Textile Footwear,Footwear and Headwear,11384217736.0
Vietnam,Broadcasting Accessories,Machines,8806244290.255386
Wallis and Futuna,Bi-Wheel Vehicle Parts,Transportation,96303.36118864671
Wallis and Futuna,Electric Soldering Equipment,Machines,25845.0
Wallis and Futuna,Integrated Circuits,Machines,23421.0
Wallis and Futuna,Engine Parts,Machines,18540.650033506
Wallis and Futuna,Medical Instruments,Instruments,17416.3715964034
Yemen,Crude Petroleum,Mineral Products,847926475.6258727
Yemen,Gold,Precious Metals,218846186.0
Yemen,Non-fillet Fresh Fish,Animal Products,53419040.33742197
Yemen,Other Fruits,Vegetable Products,33280218.821276095
Yemen,Molluscs,Animal Products,33228531.24854262
Zambia,Raw Copper,Metals,5416992413.554674
Zambia,Refined Copper,Metals,3060895508.3768797
Zambia,Cobalt,Metals,248860744.93583208
Zambia,Postage Stamps,Paper Goods,243587997.3337289
Zambia,Raw Tobacco,Foodstuffs,181288121.96723586
Zimbabwe,Gold,Precious Metals,1961073526.0
Zimbabwe,Raw Tobacco,Foodstuffs,466631606.69216186
Zimbabwe,Ferroalloys,Metals,465698937.8427709
Zimbabwe,Chromium Ore,Mineral Products,228830458.14428034
Zimbabwe,Diamonds,Precious Metals,215364424.3202455
