Country,HS4,Section,Trade Value
United Arab Emirates,Broadcasting Equipment,Machines,15479256624.765408
United Arab Emirates,Jewellery,Precious Metals,13350498811.11662
United Arab Emirates,Refined Petroleum,Mineral Products,12847707513.755669
United Arab Emirates,Cars,Transportation,11285342855.472507
United Kingdom,Cars,Transportation,48499560452.62817
United Kingdom,Gold,Precious Metals,25356089518.06459
United Kingdom,Crude Petroleum,Mineral Products,24874023348.918613
United Kingdom,Refined Petroleum,Mineral Products,24220163382.468082
United Kingdom,Packaged Medicaments,Chemical Products,16951520185.276697
United States,Cars,Transportation,176843474775.7095
United States,Crude Petroleum,Mineral Products,139797487242.12732
United States,Broadcasting Equipment,Machines,84878766537.71596
United States,Computers,Machines,80846783259.17545
United States,Vehicle Parts,Transportation,73580621446.87468
Uruguay,Crude Petroleum,Mineral Products,2264258781.4524875
Uruguay,Packaged Medicaments,Chemical Products,415764730.44947886
Uruguay,Cars,Transportation,351694438.3658161
Uruguay,Broadcasting Equipment,Machines,268645259.949607
Uruguay,Delivery Trucks,Transportation,178742148.10309255
Uzbekistan,Vehicle Parts,Transportation,891652138.7570192
Uzbekistan,Packaged Medicaments,Chemical Products,659884415.9673185
Uzbekistan,Refined Petroleum,Mineral Products,504652367.9594495
Uzbekistan,Cars,Transportation,399434071.4995173
Uzbekistan,Textile Fiber Machinery,Machines,389015421.7086479
Vanuatu,Refined Petroleum,Mineral Products,30696986.0
Vanuatu,Delivery Trucks,Transportation,11419751.0
Vanuatu,Poultry Meat,Animal Products,8067752.0
Vanuatu,Cars,Transportation,6852815.0
Vanuatu,Baked Goods,Foodstuffs,6113286.0
Venezuela,Refined Petroleum,Mineral Products,4476825825.0
Venezuela,Corn,Vegetable Products,311238237.99999994
Venezuela,Rice,Vegetable Products,288947872.0
Venezuela,Wheat,Vegetable Products,278771019.0
Venezuela,Soybean Oil,Animal and Vegetable Bi-Products,226632487.0
Vietnam,Integrated Circuits,Machines,22981348859.0
Vietnam,Telephones,Machines,10803642643.0
Vietnam,Refined Petroleum,Mineral Products,8563141511.0
Vietnam,Light Rubberized Knitted Fabric,Textiles,5789472851.0
Vietnam,Electrical Parts,Machines,4275056912.0
Wallis and Futuna,Refined Petroleum,Mineral Products,6732517.0
Wallis and Futuna,Other Prepared Meat,Foodstuffs,1651495.0
Wallis and Futuna,Animal Food,Foodstuffs,1281051.0
Wallis and Futuna,Poultry Meat,Animal Products,1220646.0
Wallis and Futuna,Packaged Medicaments,Chemical Products,965910.0
Yemen,Wheat,Vegetable Products,618661329.0
Yemen,Refined Petroleum,Mineral Products,428556987.0
Yemen,Raw Iron Bars,Metals,424861513.0
Yemen,Rice,Vegetable Products,367160814.0
Yemen,Cars,Transportation,245520591.0
Zambia,Copper Ore,Mineral Products,1041658224.8158516
Zambia,Refined Petroleum,Mineral Products,701081319.2055333
Zambia,Crude Petroleum,Mineral Products,382722250.02671903
Zambia,Delivery Trucks,Transportation,243030882.45672098
Zambia,Nitrogenous Fertilizers,Chemical Products,199726987.45990258
Zimbabwe,Refined Petroleum,Mineral Products,1468854886.3418348
Zimbabwe,Delivery Trucks,Transportation,191133380.46459687
Zimbabwe,Packaged Medicaments,Chemical Products,151844250.96381587
Zimbabwe,Cars,Transportation,144803046.92094353
Zimbabwe,Nitrogenous Fertilizers,Chemical Products,136656723.9001917
